company_id,type,rule_id,text,confidence_pct
CHOLAFIN,PRO,PRO_06,Company has delivered strong profit growth of 23.4% CAGR over last 5 years.,82.0
CHOLAFIN,PRO,PRO_07,Company maintains a healthy net profit margin of 17.9%.,65.4
CHOLAFIN,PRO,PRO_09,Company has strong interest coverage ratio of 19.1x.,81.1
CHOLAFIN,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
CHOLAFIN,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
CHOLAFIN,CON,CON_04,Company has negative Free Cash Flow of ₹-38538 Cr.,90.0
CHOLAFIN,CON,CON_10,Company has elevated debt-to-equity ratio of 7.38x.,86.9
CHOLAFIN,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.11x.,69.5
CHOLAFIN,CON,CON_12,Company's FCF Conversion of -11.27x suggests poor cash realisation from profits.,100.0
CHOLAFIN,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
CIPLA,PRO,PRO_02,Company has strong Return on Capital Employed of 21.7% (≥15%).,70.0
CIPLA,PRO,PRO_03,Company is almost debt free.,90.0
CIPLA,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1152 Cr.,63.2
CIPLA,PRO,PRO_06,Company has delivered strong profit growth of 22.7% CAGR over last 5 years.,81.1
CIPLA,PRO,PRO_07,Company maintains a healthy net profit margin of 16.1%.,63.3
CIPLA,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 25.0%.,64.0
CIPLA,PRO,PRO_09,Company has strong interest coverage ratio of 11.3x.,69.5
CIPLA,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.02.,79.2
CIPLA,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
CIPLA,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
COALINDIA,PRO,PRO_01,Company has strong Return on Equity of 38.9% (≥15%).,95.8
COALINDIA,PRO,PRO_02,Company has strong Return on Capital Employed of 55.0% (≥15%).,100.0
COALINDIA,PRO,PRO_03,Company is almost debt free.,90.0
COALINDIA,PRO,PRO_04,Company generates positive Free Cash Flow of ₹13617 Cr.,75.6
COALINDIA,PRO,PRO_06,Company has delivered strong profit growth of 16.4% CAGR over last 5 years.,71.6
COALINDIA,PRO,PRO_07,Company maintains a healthy net profit margin of 26.3%.,75.5
COALINDIA,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 42.0%.,77.6
COALINDIA,PRO,PRO_09,Company has strong interest coverage ratio of 6.8x.,62.7
COALINDIA,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.08.,76.8
COALINDIA,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
COALINDIA,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
DABUR,PRO,PRO_01,Company has strong Return on Equity of 17.5% (≥15%).,63.7
DABUR,PRO,PRO_02,Company has strong Return on Capital Employed of 20.5% (≥15%).,68.2
DABUR,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1042 Cr.,63.0
DABUR,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 53.0%.,86.4
DABUR,PRO,PRO_09,Company has strong interest coverage ratio of 20.0x.,82.5
DABUR,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.17.,73.2
DABUR,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.58x.,62.4
DABUR,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
DABUR,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
DIVISLAB,PRO,PRO_02,Company has strong Return on Capital Employed of 15.8% (≥15%).,61.2
DIVISLAB,PRO,PRO_03,Company is almost debt free.,90.0
DIVISLAB,PRO,PRO_04,Company generates positive Free Cash Flow of ₹992 Cr.,63.0
DIVISLAB,PRO,PRO_07,Company maintains a healthy net profit margin of 20.4%.,68.5
DIVISLAB,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 50.0%.,84.0
DIVISLAB,PRO,PRO_09,Company has strong interest coverage ratio of 541.8x.,100.0
DIVISLAB,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.62x.,63.6
DIVISLAB,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
DIVISLAB,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
DLF,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1010 Cr.,63.0
DLF,PRO,PRO_06,Company has delivered strong profit growth of 15.7% CAGR over last 5 years.,70.5
DLF,PRO,PRO_07,Company maintains a healthy net profit margin of 42.4%.,94.9
DLF,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 45.0%.,80.0
DLF,PRO,PRO_09,Company has strong interest coverage ratio of 7.0x.,63.1
DLF,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.11.,75.6
DLF,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
DLF,CON,CON_01,Company has low Return on Equity of 6.8% (<10%).,66.5
DLF,CON,CON_02,Company has low Return on Capital Employed of 5.6% (<10%).,68.7
DLF,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.10x.,70.0
DLF,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
DMART,PRO,PRO_02,Company has strong Return on Capital Employed of 16.9% (≥15%).,62.8
DMART,PRO,PRO_03,Company is almost debt free.,90.0
DMART,PRO,PRO_04,Company generates positive Free Cash Flow of ₹278 Cr.,62.3
DMART,PRO,PRO_05,Company has delivered good revenue growth of 20.5% CAGR over last 5 years.,77.7
DMART,PRO,PRO_06,Company has delivered strong profit growth of 23.0% CAGR over last 5 years.,81.5
DMART,PRO,PRO_09,Company has strong interest coverage ratio of 60.7x.,100.0
DMART,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.04.,78.4
DMART,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 2.20x.,84.0
DMART,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
DMART,CON,CON_07,Company operates on thin net profit margins of 5.0%.,62.0
DMART,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
DMART,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
DRREDDY,PRO,PRO_01,Company has strong Return on Equity of 18.1% (≥15%).,64.7
DRREDDY,PRO,PRO_02,Company has strong Return on Capital Employed of 20.7% (≥15%).,68.6
DRREDDY,PRO,PRO_04,Company generates positive Free Cash Flow of ₹509 Cr.,62.5
DRREDDY,PRO,PRO_05,Company has delivered good revenue growth of 12.6% CAGR over last 5 years.,66.0
DRREDDY,PRO,PRO_06,Company has delivered strong profit growth of 23.4% CAGR over last 5 years.,82.1
DRREDDY,PRO,PRO_07,Company maintains a healthy net profit margin of 19.9%.,67.9
DRREDDY,PRO,PRO_09,Company has strong interest coverage ratio of 43.1x.,100.0
DRREDDY,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.16.,73.6
DRREDDY,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
DRREDDY,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
EICHERMOT,PRO,PRO_01,Company has strong Return on Equity of 21.1% (≥15%).,69.1
EICHERMOT,PRO,PRO_02,Company has strong Return on Capital Employed of 27.1% (≥15%).,78.2
EICHERMOT,PRO,PRO_03,Company is almost debt free.,90.0
EICHERMOT,PRO,PRO_04,Company generates positive Free Cash Flow of ₹890 Cr.,62.9
EICHERMOT,PRO,PRO_05,Company has delivered good revenue growth of 11.0% CAGR over last 5 years.,63.6
EICHERMOT,PRO,PRO_06,Company has delivered strong profit growth of 12.7% CAGR over last 5 years.,66.0
EICHERMOT,PRO,PRO_07,Company maintains a healthy net profit margin of 24.2%.,73.0
EICHERMOT,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 35.0%.,72.0
EICHERMOT,PRO,PRO_09,Company has strong interest coverage ratio of 103.0x.,100.0
EICHERMOT,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.02.,79.2
EICHERMOT,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
EICHERMOT,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
GAIL,PRO,PRO_04,Company generates positive Free Cash Flow of ₹4360 Cr.,66.4
GAIL,PRO,PRO_05,Company has delivered good revenue growth of 11.8% CAGR over last 5 years.,64.7
GAIL,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 37.0%.,73.6
GAIL,PRO,PRO_09,Company has strong interest coverage ratio of 18.5x.,80.3
GAIL,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.23.,70.8
GAIL,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.03x.,60.6
GAIL,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
GAIL,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
GODREJCP,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.31.,67.6
GODREJCP,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 2.43x.,100.0
GODREJCP,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
GODREJCP,CON,CON_01,Company has low Return on Equity of -4.6% (<10%).,89.2
GODREJCP,CON,CON_02,Company has low Return on Capital Employed of 3.2% (<10%).,73.6
GODREJCP,CON,CON_04,Company has negative Free Cash Flow of ₹-1365 Cr.,61.4
GODREJCP,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
GODREJCP,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
GRASIM,PRO,PRO_05,Company has delivered good revenue growth of 11.2% CAGR over last 5 years.,63.7
GRASIM,PRO,PRO_06,Company has delivered strong profit growth of 29.3% CAGR over last 5 years.,91.0
GRASIM,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
GRASIM,CON,CON_02,Company has low Return on Capital Employed of 9.2% (<10%).,61.7
GRASIM,CON,CON_04,Company has negative Free Cash Flow of ₹-33833 Cr.,90.0
GRASIM,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.29x.,60.5
GRASIM,CON,CON_12,Company's FCF Conversion of -3.41x suggests poor cash realisation from profits.,94.1
GRASIM,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HAL,PRO,PRO_01,Company has strong Return on Equity of 3669.1% (≥15%).,100.0
HAL,PRO,PRO_02,Company has strong Return on Capital Employed of 3094.3% (≥15%).,100.0
HAL,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1814 Cr.,63.8
HAL,PRO,PRO_06,Company has delivered strong profit growth of 26.5% CAGR over last 5 years.,86.7
HAL,PRO,PRO_07,Company maintains a healthy net profit margin of 25.0%.,74.0
HAL,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 31.0%.,68.8
HAL,PRO,PRO_09,Company has strong interest coverage ratio of 238.2x.,100.0
HAL,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 63.83x.,100.0
HAL,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HAL,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HAVELLS,PRO,PRO_01,Company has strong Return on Equity of 16.3% (≥15%).,62.0
HAVELLS,PRO,PRO_02,Company has strong Return on Capital Employed of 22.0% (≥15%).,70.6
HAVELLS,PRO,PRO_03,Company is almost debt free.,90.0
HAVELLS,PRO,PRO_04,Company generates positive Free Cash Flow of ₹335 Cr.,62.3
HAVELLS,PRO,PRO_05,Company has delivered good revenue growth of 13.0% CAGR over last 5 years.,66.6
HAVELLS,PRO,PRO_06,Company has delivered strong profit growth of 10.0% CAGR over last 5 years.,62.0
HAVELLS,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 44.0%.,79.2
HAVELLS,PRO,PRO_09,Company has strong interest coverage ratio of 21.3x.,84.5
HAVELLS,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.04.,78.4
HAVELLS,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.45x.,69.0
HAVELLS,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HAVELLS,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HCLTECH,PRO,PRO_01,Company has strong Return on Equity of 22.8% (≥15%).,71.7
HCLTECH,PRO,PRO_02,Company has strong Return on Capital Employed of 28.8% (≥15%).,80.7
HCLTECH,PRO,PRO_03,Company is almost debt free.,90.0
HCLTECH,PRO,PRO_04,Company generates positive Free Cash Flow of ₹15840 Cr.,77.8
HCLTECH,PRO,PRO_05,Company has delivered good revenue growth of 12.7% CAGR over last 5 years.,66.1
HCLTECH,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 90.0%.,100.0
HCLTECH,PRO,PRO_09,Company has strong interest coverage ratio of 38.9x.,100.0
HCLTECH,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.08.,76.8
HCLTECH,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.10x.,62.0
HCLTECH,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.01x.,75.3
HCLTECH,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HCLTECH,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HDFCBANK,PRO,PRO_04,Company generates positive Free Cash Flow of ₹35669 Cr.,92.0
HDFCBANK,PRO,PRO_05,Company has delivered good revenue growth of 21.9% CAGR over last 5 years.,79.9
HDFCBANK,PRO,PRO_06,Company has delivered strong profit growth of 23.9% CAGR over last 5 years.,82.8
HDFCBANK,PRO,PRO_07,Company maintains a healthy net profit margin of 23.1%.,71.7
HDFCBANK,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 23.0%.,62.4
HDFCBANK,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HDFCBANK,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
HDFCBANK,CON,CON_10,Company has elevated debt-to-equity ratio of 6.81x.,84.0
HDFCBANK,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.07x.,71.5
HDFCBANK,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HDFCLIFE,PRO,PRO_03,Company is almost debt free.,90.0
HDFCLIFE,PRO,PRO_05,Company has delivered good revenue growth of 21.2% CAGR over last 5 years.,78.8
HDFCLIFE,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 27.0%.,65.6
HDFCLIFE,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.06.,77.6
HDFCLIFE,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HDFCLIFE,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
HDFCLIFE,CON,CON_04,Company has negative Free Cash Flow of ₹-2893 Cr.,62.9
HDFCLIFE,CON,CON_07,Company operates on thin net profit margins of 1.6%.,75.8
HDFCLIFE,CON,CON_12,Company's FCF Conversion of -1.84x suggests poor cash realisation from profits.,78.4
HDFCLIFE,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HEROMOTOCO,PRO,PRO_01,Company has strong Return on Equity of 19.7% (≥15%).,67.0
HEROMOTOCO,PRO,PRO_02,Company has strong Return on Capital Employed of 29.5% (≥15%).,81.7
HEROMOTOCO,PRO,PRO_03,Company is almost debt free.,90.0
HEROMOTOCO,PRO,PRO_04,Company generates positive Free Cash Flow of ₹3095 Cr.,65.1
HEROMOTOCO,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 75.0%.,100.0
HEROMOTOCO,PRO,PRO_09,Company has strong interest coverage ratio of 8.4x.,65.1
HEROMOTOCO,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.03.,78.8
HEROMOTOCO,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.29x.,65.8
HEROMOTOCO,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.83x.,69.9
HEROMOTOCO,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HEROMOTOCO,CON,CON_05,Company has weak revenue growth of 2.1% CAGR over last 5 years.,71.4
HEROMOTOCO,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HINDALCO,PRO,PRO_04,Company generates positive Free Cash Flow of ₹9789 Cr.,71.8
HINDALCO,PRO,PRO_05,Company has delivered good revenue growth of 10.6% CAGR over last 5 years.,62.9
HINDALCO,PRO,PRO_06,Company has delivered strong profit growth of 13.1% CAGR over last 5 years.,66.6
HINDALCO,PRO,PRO_09,Company has strong interest coverage ratio of 10.2x.,67.8
HINDALCO,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.96x.,73.8
HINDALCO,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HINDALCO,CON,CON_01,Company has low Return on Equity of 8.8% (<10%).,62.4
HINDALCO,CON,CON_02,Company has low Return on Capital Employed of 8.8% (<10%).,62.4
HINDALCO,CON,CON_07,Company operates on thin net profit margins of 4.7%.,63.2
HINDALCO,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
HINDUNILVR,PRO,PRO_01,Company has strong Return on Equity of 20.2% (≥15%).,67.9
HINDUNILVR,PRO,PRO_02,Company has strong Return on Capital Employed of 28.1% (≥15%).,79.7
HINDUNILVR,PRO,PRO_03,Company is almost debt free.,90.0
HINDUNILVR,PRO,PRO_04,Company generates positive Free Cash Flow of ₹10145 Cr.,72.1
HINDUNILVR,PRO,PRO_06,Company has delivered strong profit growth of 11.2% CAGR over last 5 years.,63.7
HINDUNILVR,PRO,PRO_07,Company maintains a healthy net profit margin of 16.6%.,63.9
HINDUNILVR,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 96.0%.,100.0
HINDUNILVR,PRO,PRO_09,Company has strong interest coverage ratio of 18.1x.,79.6
HINDUNILVR,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.03.,78.8
HINDUNILVR,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.99x.,74.7
HINDUNILVR,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
HINDUNILVR,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
ICICIBANK,PRO,PRO_01,Company has strong Return on Equity of 18.0% (≥15%).,64.5
ICICIBANK,PRO,PRO_04,Company generates positive Free Cash Flow of ₹12547 Cr.,74.5
ICICIBANK,PRO,PRO_05,Company has delivered good revenue growth of 17.2% CAGR over last 5 years.,72.9
ICICIBANK,PRO,PRO_06,Company has delivered strong profit growth of 52.0% CAGR over last 5 years.,100.0
ICICIBANK,PRO,PRO_07,Company maintains a healthy net profit margin of 28.9%.,78.7
ICICIBANK,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
ICICIBANK,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
ICICIBANK,CON,CON_10,Company has elevated debt-to-equity ratio of 6.45x.,82.2
ICICIBANK,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.07x.,71.5
ICICIBANK,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
ICICIGI,PRO,PRO_03,Company is almost debt free.,90.0
ICICIGI,PRO,PRO_04,Company generates positive Free Cash Flow of ₹486 Cr.,62.5
ICICIGI,PRO,PRO_05,Company has delivered good revenue growth of 12.9% CAGR over last 5 years.,66.4
ICICIGI,PRO,PRO_06,Company has delivered strong profit growth of 12.8% CAGR over last 5 years.,66.3
ICICIGI,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 28.0%.,66.4
ICICIGI,PRO,PRO_09,Company has strong interest coverage ratio of 23.8x.,88.2
ICICIGI,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
ICICIGI,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
ICICIGI,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
ICICIPRULI,PRO,PRO_03,Company is almost debt free.,90.0
ICICIPRULI,PRO,PRO_04,Company generates positive Free Cash Flow of ₹105 Cr.,62.1
ICICIPRULI,PRO,PRO_05,Company has delivered good revenue growth of 16.9% CAGR over last 5 years.,72.3
ICICIPRULI,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
ICICIPRULI,CON,CON_01,Company has low Return on Equity of 7.3% (<10%).,65.3
ICICIPRULI,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
ICICIPRULI,CON,CON_06,Company's net profit has declined at -5.7% CAGR over last 5 years.,71.3
ICICIPRULI,CON,CON_07,Company operates on thin net profit margins of 0.9%.,78.2
ICICIPRULI,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.28x.,61.0
ICICIPRULI,CON,CON_12,Company's FCF Conversion of -17.31x suggests poor cash realisation from profits.,100.0
ICICIPRULI,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
INDUSINDBK,PRO,PRO_05,Company has delivered good revenue growth of 15.5% CAGR over last 5 years.,70.2
