company_id,type,rule_id,text,confidence_pct
PFC,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.08x.,71.0
PFC,CON,CON_12,Company's FCF Conversion of -3.83x suggests poor cash realisation from profits.,98.3
PFC,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
PIDILITIND,PRO,PRO_01,Company has strong Return on Equity of 20.1% (≥15%).,67.6
PIDILITIND,PRO,PRO_02,Company has strong Return on Capital Employed of 26.7% (≥15%).,77.6
PIDILITIND,PRO,PRO_03,Company is almost debt free.,90.0
PIDILITIND,PRO,PRO_04,Company generates positive Free Cash Flow of ₹955 Cr.,63.0
PIDILITIND,PRO,PRO_05,Company has delivered good revenue growth of 11.8% CAGR over last 5 years.,64.8
PIDILITIND,PRO,PRO_06,Company has delivered strong profit growth of 13.5% CAGR over last 5 years.,67.2
PIDILITIND,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 47.0%.,81.6
PIDILITIND,PRO,PRO_09,Company has strong interest coverage ratio of 47.6x.,100.0
PIDILITIND,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.04.,78.4
PIDILITIND,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.55x.,61.5
PIDILITIND,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
PIDILITIND,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
PNB,PRO,PRO_01,Company has strong Return on Equity of 61.3% (≥15%).,100.0
PNB,PRO,PRO_05,Company has delivered good revenue growth of 15.9% CAGR over last 5 years.,70.8
PNB,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.51x.,70.2
PNB,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
PNB,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
PNB,CON,CON_04,Company has negative Free Cash Flow of ₹-29445 Cr.,89.4
PNB,CON,CON_10,Company has elevated debt-to-equity ratio of 3.68x.,68.4
PNB,CON,CON_12,Company's FCF Conversion of -3.22x suggests poor cash realisation from profits.,92.2
PNB,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
POWERGRID,PRO,PRO_01,Company has strong Return on Equity of 16.9% (≥15%).,62.9
POWERGRID,PRO,PRO_04,Company generates positive Free Cash Flow of ₹24176 Cr.,86.2
POWERGRID,PRO,PRO_07,Company maintains a healthy net profit margin of 34.0%.,84.8
POWERGRID,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 67.0%.,97.6
POWERGRID,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.55x.,91.5
POWERGRID,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
POWERGRID,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.18x.,66.0
POWERGRID,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
RECLTD,PRO,PRO_01,Company has strong Return on Equity of 19.2% (≥15%).,66.4
RECLTD,PRO,PRO_05,Company has delivered good revenue growth of 13.3% CAGR over last 5 years.,67.0
RECLTD,PRO,PRO_06,Company has delivered strong profit growth of 19.8% CAGR over last 5 years.,76.6
RECLTD,PRO,PRO_07,Company maintains a healthy net profit margin of 29.8%.,79.7
RECLTD,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 30.0%.,68.0
RECLTD,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
RECLTD,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
RECLTD,CON,CON_04,Company has negative Free Cash Flow of ₹-59554 Cr.,90.0
RECLTD,CON,CON_10,Company has elevated debt-to-equity ratio of 6.58x.,82.9
RECLTD,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.08x.,71.0
RECLTD,CON,CON_12,Company's FCF Conversion of -4.21x suggests poor cash realisation from profits.,100.0
RECLTD,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
RELIANCE,PRO,PRO_04,Company generates positive Free Cash Flow of ₹45207 Cr.,92.0
RELIANCE,PRO,PRO_06,Company has delivered strong profit growth of 14.7% CAGR over last 5 years.,69.0
RELIANCE,PRO,PRO_09,Company has strong interest coverage ratio of 5.5x.,60.8
RELIANCE,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.44.,62.4
RELIANCE,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.57x.,62.1
RELIANCE,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
RELIANCE,CON,CON_01,Company has low Return on Equity of 9.6% (<10%).,60.7
RELIANCE,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SBILIFE,PRO,PRO_03,Company is almost debt free.,90.0
SBILIFE,PRO,PRO_05,Company has delivered good revenue growth of 24.2% CAGR over last 5 years.,83.3
SBILIFE,PRO,PRO_09,Company has strong interest coverage ratio of 231.9x.,100.0
SBILIFE,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SBILIFE,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
SBILIFE,CON,CON_04,Company has negative Free Cash Flow of ₹-2099 Cr.,62.1
SBILIFE,CON,CON_07,Company operates on thin net profit margins of 1.4%.,76.3
SBILIFE,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.29x.,60.5
SBILIFE,CON,CON_12,Company's FCF Conversion of -1.11x suggests poor cash realisation from profits.,71.1
SBILIFE,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SHREECEM,PRO,PRO_03,Company is almost debt free.,90.0
SHREECEM,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1929 Cr.,63.9
SHREECEM,PRO,PRO_05,Company has delivered good revenue growth of 10.3% CAGR over last 5 years.,62.5
SHREECEM,PRO,PRO_06,Company has delivered strong profit growth of 11.3% CAGR over last 5 years.,63.9
SHREECEM,PRO,PRO_09,Company has strong interest coverage ratio of 12.5x.,71.2
SHREECEM,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.08.,76.8
SHREECEM,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.11x.,78.3
SHREECEM,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SHREECEM,CON,CON_01,Company has low Return on Equity of 8.3% (<10%).,63.4
SHREECEM,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SHRIRAMFIN,PRO,PRO_05,Company has delivered good revenue growth of 18.6% CAGR over last 5 years.,74.8
SHRIRAMFIN,PRO,PRO_06,Company has delivered strong profit growth of 23.5% CAGR over last 5 years.,82.2
SHRIRAMFIN,PRO,PRO_07,Company maintains a healthy net profit margin of 20.3%.,68.4
SHRIRAMFIN,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 23.0%.,62.4
SHRIRAMFIN,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SHRIRAMFIN,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
SHRIRAMFIN,CON,CON_04,Company has negative Free Cash Flow of ₹-31359 Cr.,90.0
SHRIRAMFIN,CON,CON_10,Company has elevated debt-to-equity ratio of 3.97x.,69.8
SHRIRAMFIN,CON,CON_11,Company shows poor asset utilisation with Asset Turnover of 0.13x.,68.5
SHRIRAMFIN,CON,CON_12,Company's FCF Conversion of -4.24x suggests poor cash realisation from profits.,100.0
SHRIRAMFIN,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SIEMENS,PRO,PRO_01,Company has strong Return on Equity of 17.7% (≥15%).,64.0
SIEMENS,PRO,PRO_02,Company has strong Return on Capital Employed of 23.7% (≥15%).,73.0
SIEMENS,PRO,PRO_03,Company is almost debt free.,90.0
SIEMENS,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1168 Cr.,63.2
SIEMENS,PRO,PRO_05,Company has delivered good revenue growth of 11.2% CAGR over last 5 years.,63.8
SIEMENS,PRO,PRO_06,Company has delivered strong profit growth of 19.9% CAGR over last 5 years.,76.8
SIEMENS,PRO,PRO_09,Company has strong interest coverage ratio of 61.6x.,100.0
SIEMENS,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.02.,79.2
SIEMENS,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SIEMENS,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SUNPHARMA,PRO,PRO_02,Company has strong Return on Capital Employed of 15.8% (≥15%).,61.2
SUNPHARMA,PRO,PRO_03,Company is almost debt free.,90.0
SUNPHARMA,PRO,PRO_04,Company generates positive Free Cash Flow of ₹11372 Cr.,73.4
SUNPHARMA,PRO,PRO_05,Company has delivered good revenue growth of 10.8% CAGR over last 5 years.,63.2
SUNPHARMA,PRO,PRO_06,Company has delivered strong profit growth of 24.5% CAGR over last 5 years.,83.8
SUNPHARMA,PRO,PRO_07,Company maintains a healthy net profit margin of 19.8%.,67.8
SUNPHARMA,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 34.0%.,71.2
SUNPHARMA,PRO,PRO_09,Company has strong interest coverage ratio of 47.6x.,100.0
SUNPHARMA,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.04.,78.4
SUNPHARMA,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.18x.,80.4
SUNPHARMA,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SUNPHARMA,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TATACONSUM,PRO,PRO_04,Company generates positive Free Cash Flow of ₹26 Cr.,62.0
TATACONSUM,PRO,PRO_05,Company has delivered good revenue growth of 16.0% CAGR over last 5 years.,70.9
TATACONSUM,PRO,PRO_06,Company has delivered strong profit growth of 21.6% CAGR over last 5 years.,79.4
TATACONSUM,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 64.0%.,95.2
TATACONSUM,PRO,PRO_09,Company has strong interest coverage ratio of 20.5x.,83.2
TATACONSUM,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.15.,74.0
TATACONSUM,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TATACONSUM,CON,CON_01,Company has low Return on Equity of 6.3% (<10%).,67.3
TATACONSUM,CON,CON_02,Company has low Return on Capital Employed of 8.1% (<10%).,63.9
TATACONSUM,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TATAMOTORS,PRO,PRO_01,Company has strong Return on Equity of 31.5% (≥15%).,84.7
TATAMOTORS,PRO,PRO_02,Company has strong Return on Capital Employed of 18.3% (≥15%).,64.9
TATAMOTORS,PRO,PRO_04,Company generates positive Free Cash Flow of ₹45133 Cr.,92.0
TATAMOTORS,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.12x.,62.4
TATAMOTORS,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.42x.,87.6
TATAMOTORS,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TATAMOTORS,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TATAPOWER,PRO,PRO_04,Company generates positive Free Cash Flow of ₹3569 Cr.,65.6
TATAPOWER,PRO,PRO_05,Company has delivered good revenue growth of 15.5% CAGR over last 5 years.,70.3
TATAPOWER,PRO,PRO_06,Company has delivered strong profit growth of 10.4% CAGR over last 5 years.,62.6
TATAPOWER,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.83x.,69.9
TATAPOWER,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TATAPOWER,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TATASTEEL,PRO,PRO_04,Company generates positive Free Cash Flow of ₹6048 Cr.,68.0
TATASTEEL,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TATASTEEL,CON,CON_01,Company has low Return on Equity of -5.5% (<10%).,90.9
TATASTEEL,CON,CON_02,Company has low Return on Capital Employed of 3.4% (<10%).,73.3
TATASTEEL,CON,CON_08,"Company has a low interest coverage ratio of 0.8x, indicating potential debt service risk.",76.5
TATASTEEL,CON,CON_12,Company's FCF Conversion of -1.23x suggests poor cash realisation from profits.,72.3
TATASTEEL,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TCS,PRO,PRO_01,Company has strong Return on Equity of 45.4% (≥15%).,100.0
TCS,PRO,PRO_02,Company has strong Return on Capital Employed of 56.8% (≥15%).,100.0
TCS,PRO,PRO_03,Company is almost debt free.,90.0
TCS,PRO,PRO_04,Company generates positive Free Cash Flow of ₹50429 Cr.,92.0
TCS,PRO,PRO_05,Company has delivered good revenue growth of 10.5% CAGR over last 5 years.,62.7
TCS,PRO,PRO_07,Company maintains a healthy net profit margin of 19.1%.,67.0
TCS,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 58.0%.,90.4
TCS,PRO,PRO_09,Company has strong interest coverage ratio of 80.7x.,100.0
TCS,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.09.,76.4
TCS,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.50x.,70.0
TCS,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.83x.,69.9
TCS,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TCS,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TECHM,PRO,PRO_03,Company is almost debt free.,90.0
TECHM,PRO,PRO_04,Company generates positive Free Cash Flow of ₹5058 Cr.,67.1
TECHM,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 150.0%.,100.0
TECHM,PRO,PRO_09,Company has strong interest coverage ratio of 9.2x.,66.3
TECHM,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.08.,76.8
TECHM,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.21x.,64.2
TECHM,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 2.11x.,100.0
TECHM,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TECHM,CON,CON_01,Company has low Return on Equity of 9.1% (<10%).,61.9
TECHM,CON,CON_06,Company's net profit has declined at -11.0% CAGR over last 5 years.,82.0
TECHM,CON,CON_07,Company operates on thin net profit margins of 4.6%.,63.6
TECHM,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TITAN,PRO,PRO_01,Company has strong Return on Equity of 35.9% (≥15%).,91.4
TITAN,PRO,PRO_02,Company has strong Return on Capital Employed of 16.7% (≥15%).,62.5
TITAN,PRO,PRO_04,Company generates positive Free Cash Flow of ₹1506 Cr.,63.5
TITAN,PRO,PRO_05,Company has delivered good revenue growth of 20.9% CAGR over last 5 years.,78.3
TITAN,PRO,PRO_06,Company has delivered strong profit growth of 20.3% CAGR over last 5 years.,77.4
TITAN,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 28.0%.,66.4
TITAN,PRO,PRO_09,Company has strong interest coverage ratio of 8.5x.,65.2
TITAN,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.32x.,66.4
TITAN,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TITAN,CON,CON_03,Company carries high financial leverage with D/E of 2.22x.,61.1
TITAN,CON,CON_10,Company has elevated debt-to-equity ratio of 2.22x.,61.1
TITAN,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TORNTPHARM,PRO,PRO_01,Company has strong Return on Equity of 22.1% (≥15%).,70.6
TORNTPHARM,PRO,PRO_02,Company has strong Return on Capital Employed of 25.4% (≥15%).,75.7
TORNTPHARM,PRO,PRO_04,Company generates positive Free Cash Flow of ₹3106 Cr.,65.1
TORNTPHARM,PRO,PRO_06,Company has delivered strong profit growth of 30.6% CAGR over last 5 years.,92.9
TORNTPHARM,PRO,PRO_07,Company maintains a healthy net profit margin of 15.4%.,62.5
TORNTPHARM,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 57.0%.,89.6
TORNTPHARM,PRO,PRO_09,Company has strong interest coverage ratio of 7.6x.,64.0
TORNTPHARM,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.42.,63.2
TORNTPHARM,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.88x.,100.0
TORNTPHARM,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TORNTPHARM,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TRENT,PRO,PRO_01,Company has strong Return on Equity of 31.6% (≥15%).,84.8
TRENT,PRO,PRO_02,Company has strong Return on Capital Employed of 35.1% (≥15%).,90.2
TRENT,PRO,PRO_04,Company generates positive Free Cash Flow of ₹841 Cr.,62.8
TRENT,PRO,PRO_05,Company has delivered good revenue growth of 36.3% CAGR over last 5 years.,100.0
TRENT,PRO,PRO_06,Company has delivered strong profit growth of 73.1% CAGR over last 5 years.,100.0
TRENT,PRO,PRO_09,Company has strong interest coverage ratio of 6.2x.,61.8
TRENT,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.39.,64.4
TRENT,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 1.50x.,70.0
TRENT,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 0.57x.,62.1
TRENT,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TRENT,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
TVSMOTOR,PRO,PRO_01,Company has strong Return on Equity of 22.9% (≥15%).,71.9
TVSMOTOR,PRO,PRO_02,Company has strong Return on Capital Employed of 20.7% (≥15%).,68.5
TVSMOTOR,PRO,PRO_05,Company has delivered good revenue growth of 14.2% CAGR over last 5 years.,68.3
TVSMOTOR,PRO,PRO_06,Company has delivered strong profit growth of 19.7% CAGR over last 5 years.,76.5
TVSMOTOR,PRO,PRO_08,Company has been maintaining a healthy dividend payout of 23.0%.,62.4
TVSMOTOR,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
TVSMOTOR,CON,CON_04,Company has negative Free Cash Flow of ₹-2254 Cr.,62.3
TVSMOTOR,CON,CON_07,Company operates on thin net profit margins of 4.5%.,63.8
TVSMOTOR,CON,CON_12,Company's FCF Conversion of -1.27x suggests poor cash realisation from profits.,72.7
TVSMOTOR,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
INDIGO,PRO,PRO_01,Company has strong Return on Equity of 857.0% (≥15%).,100.0
INDIGO,PRO,PRO_02,Company has strong Return on Capital Employed of 1065.7% (≥15%).,100.0
INDIGO,PRO,PRO_03,Company is almost debt free.,90.0
INDIGO,PRO,PRO_04,Company generates positive Free Cash Flow of ₹9424 Cr.,71.4
INDIGO,PRO,PRO_05,Company has delivered good revenue growth of 19.3% CAGR over last 5 years.,76.0
INDIGO,PRO,PRO_06,Company has delivered strong profit growth of 120.7% CAGR over last 5 years.,100.0
INDIGO,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.02.,79.2
INDIGO,PRO,PRO_11,Company efficiently utilises assets with an Asset Turnover ratio of 55.61x.,100.0
INDIGO,PRO,PRO_12,Company demonstrates strong cash conversion with FCF Conversion of 1.15x.,79.5
INDIGO,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
INDIGO,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
INDIGO,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
ATGL,PRO,PRO_01,Company has strong Return on Equity of 17.1% (≥15%).,63.1
ATGL,PRO,PRO_02,Company has strong Return on Capital Employed of 18.8% (≥15%).,65.6
ATGL,PRO,PRO_05,Company has delivered good revenue growth of 21.1% CAGR over last 5 years.,78.6
ATGL,PRO,PRO_06,Company has delivered strong profit growth of 23.9% CAGR over last 5 years.,82.8
ATGL,PRO,PRO_09,Company has strong interest coverage ratio of 9.1x.,66.1
ATGL,PRO,PRO_10,Company operates with a conservative debt-to-equity ratio of 0.37.,65.2
ATGL,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
ATGL,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
ATGL,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
SBIN,PRO,PRO_03,Company is almost debt free.,90.0
SBIN,PRO,PRO_05,Company has delivered good revenue growth of 11.6% CAGR over last 5 years.,64.4
SBIN,PRO,PRO_06,Company has delivered strong profit growth of 83.4% CAGR over last 5 years.,100.0
SBIN,PRO,PRO_07,Company maintains a healthy net profit margin of 15.8%.,63.0
SBIN,PRO,PRO_BASELINE,"Company is a Nifty 100 constituent, signifying size and liquidity benchmark status.",62.0
SBIN,CON,CON_01,Company has low Return on Equity of 0.0% (<10%).,80.0
SBIN,CON,CON_02,Company has low Return on Capital Employed of 0.0% (<10%).,80.0
SBIN,CON,CON_09,"Company has not paid dividends, offering no income return to shareholders.",65.0
SBIN,CON,CON_BASELINE,Stock valuation incorporates a premium that may limit near-term upside.,62.0
